-4.478864261129145152e-01 -1.475281980193378639e-01
-4.380610996849365057e-01 -1.417640193220755518e-01
-4.300157053466419077e-01 -1.366097375527650370e-01
-4.206298534105950560e-01 -1.306262072794393270e-01
-4.112477854056639792e-01 -1.248980923564262657e-01
-4.015895420283442929e-01 -1.195451542035392278e-01
-3.937340494329993335e-01 -1.141690016332571056e-01
-3.848902077899716279e-01 -1.089105104010190395e-01
-3.755037788044296443e-01 -1.028880292867705715e-01
-3.647979227697151217e-01 -9.745586169763770235e-02
-3.554204698093411663e-01 -9.203926228223821560e-02
-3.460475170241871790e-01 -8.692642469417488638e-02
-3.341622975019533648e-01 -8.157756778127697728e-02
-3.233079491990252796e-01 -7.608346534820320528e-02
-3.124565334427118479e-01 -7.078730981162179026e-02
-2.988760390676809542e-01 -6.510948677307440424e-02
-2.859113106829898054e-01 -6.205626715515444314e-02
-2.412092458294030628e-01 -4.159311904624383993e-02
-2.231026894772586422e-01 -3.610138494862735747e-02
-2.070901335764874229e-01 -3.107353377772165137e-02
-1.894411948343410756e-01 -2.593032000692471750e-02
-1.737303346721444375e-01 -2.057809134112187355e-02
-1.524052813822857066e-01 -1.556322378385706362e-02
-1.297569873812513819e-01 -1.088124756649982983e-02
-1.031263337767479582e-01 -6.344916147764084746e-03
-7.385140030981514336e-02 -2.622972703570883302e-03
-4.459504250472326459e-02 -1.548864336400612718e-04
-1.668718487097341219e-02 9.410776149744864982e-04 
